Timestamp,Token,Symbol,Action,Price,Quantity,SL,TP,PNL,Reason,DailyPNL
2025-05-30 09:15:59,54791,BANKNIFTY26JUN2555500CE,BUY,1174.45,30,1112.98,1276.90,N/A,BB_RSI_Breakout_CE,0.00
2025-05-30 09:15:59,54792,BANKNIFTY26JUN2555500PE,BUY,796.50,30,855.32,698.47,N/A,BB_RSI_Breakout_PE,0.00
2025-05-30 09:16:00,57840,BANKNIFTY26JUN2555400PE,BUY,754.90,30,809.83,663.36,N/A,BB_RSI_Breakout_PE,0.00
2025-05-30 09:16:00,57841,BANKNIFTY26JUN2555600CE,BUY,1120.70,30,1060.56,1220.94,N/A,BB_RSI_Breakout_CE,0.00
2025-05-30 09:20:24,40486,NIFTY05JUN2524850PE,BUY,202.45,75,237.75,143.61,N/A,BB_RSI_Breakout_PE,0.00
2025-05-30 09:20:25,40482,NIFTY05JUN2524800PE,BUY,175.50,75,208.75,120.09,N/A,BB_RSI_Breakout_PE,0.00
2025-05-30 09:30:00,40485,NIFTY05JUN2524850CE,BUY,228.40,75,200.09,275.59,N/A,BB_RSI_Breakout_CE,0.00
2025-05-30 09:30:00,40487,NIFTY05JUN2524900CE,BUY,203.90,75,178.24,246.67,N/A,BB_RSI_Breakout_CE,0.00
2025-05-30 09:48:11,40487,NIFTY05JUN2524900CE,SELL,175.45,75,N/A,N/A,-2133.75,StopLoss Hit (CE),-2133.75
2025-05-30 09:48:12,40485,NIFTY05JUN2524850CE,SELL,197.85,75,N/A,N/A,-2291.25,StopLoss Hit (CE),-4425.00
2025-05-30 10:15:21,40482,NIFTY05JUN2524800PE,SELL,209.00,75,N/A,N/A,-2512.50,StopLoss Hit (PE),-6937.50
2025-05-30 10:15:23,40486,NIFTY05JUN2524850PE,SELL,241.50,75,N/A,N/A,-2928.75,StopLoss Hit (PE),-9866.25
2025-05-30 10:35:50,57840,BANKNIFTY26JUN2555400PE,SELL,809.95,30,N/A,N/A,-1651.50,StopLoss Hit (PE),-11517.75
2025-05-30 10:35:59,54792,BANKNIFTY26JUN2555500PE,SELL,856.20,30,N/A,N/A,-1791.00,StopLoss Hit (PE),-13308.75
2025-05-30 10:36:01,57841,BANKNIFTY26JUN2555600CE,SELL,1060.30,30,N/A,N/A,-1812.00,StopLoss Hit (CE),-15120.75
2025-05-30 10:36:02,54791,BANKNIFTY26JUN2555500CE,SELL,1105.55,30,N/A,N/A,-2067.00,StopLoss Hit (CE),-17187.75
